      158.100     -33.5000      121.220      124.969      10.7426
      4.20000      35.5000      78.2305      79.9801      2.44619
      5.60000      36.5000      81.9796      79.9801      10.1800
     -46.0000     -29.1000      157.711      144.964      23.8619
      164.800     -25.7000      130.218      149.963      33.4925
      91.6000     -37.8000      58.7354      59.9851      2.22076
     -153.300     -26.3000      145.964      144.964      5.52369
      131.400     -46.1000      86.9784      84.9789      20.4760
      151.300     -38.4000      117.221      114.971      2.55145
     -149.000     -36.6000      441.140      444.889      25.6879
     -79.1000     -31.3000      164.459      164.959      12.2337
      145.800     -39.3000      118.720      119.970      2.22076
     -177.000     -30.0000      146.464      149.963      11.1304
      167.000     -26.0000      116.971      94.9764      36.0976
      134.000     -45.0000      82.4795      84.9789      5.95891
     -173.000     -32.0000      147.963      149.963      7.84527
     -170.000     -36.0000      143.464      144.964      8.12526
      166.000     -44.0000      120.470      124.969      10.1152
      170.000     -42.0000      119.970      124.969      15.4711
      153.500      36.6000      172.707      164.959      27.4021
      146.800      40.5000      191.452      184.954      15.6486
     -51.4000     -32.5000      154.462      139.965      23.5526
      171.500     -37.6000      110.722      124.969      22.3124
      108.700     -52.2000      159.460      154.961      15.2053
      103.200     -26.3000      130.218      144.964      35.4756
      105.900     -38.5000      159.960      159.960      13.4718
     -179.000     -27.3000      161.460      149.963      27.6708
      145.600     -49.7000      80.2300      79.9801      12.9212
      11.6000      36.3000      80.2300      79.9801      9.65965
      159.900     -30.9000      125.719      129.968      10.6689
      103.800     -39.2000      161.460      164.959      19.0589
     -174.600     -34.6000      135.466      134.966      4.83833
      173.600     -41.6000      122.220      129.968      19.4262
      127.300     -69.9000      182.954      184.954      30.0101
      161.500     -35.9000      124.219      124.969      8.92364
      179.500     -25.7000      162.959      154.961      31.8387
      102.300     -60.2000      157.211      159.960      12.2953
      102.600     -28.9000      122.220      139.965      35.6973
      92.0000     -30.4000      63.7341      64.9838      3.58086
      156.600     -45.1000      105.974      114.971      17.5875
      167.600     -38.0000      97.7257      89.9776      15.0815
      143.000      38.3000      200.950      194.952      17.8841
      93.9000     -32.0000      62.2345      59.9851      2.55145
      116.300     -44.8000      144.714      134.966      29.2140
      177.300     -38.9000      134.217      134.966      6.12757
      160.400     -35.3000      126.718      124.969      3.35326
      148.400     -48.7000      89.7277      79.9801      17.5781
      171.200     -35.9000      101.725      89.9776      19.3448
      148.400     -49.8000      84.4790      84.9789      14.3143
      37.9000      44.5000      76.2310      74.9814      9.29893
      175.200     -25.1000      149.213      154.961      26.7119
     -73.5000      62.8000      84.7289      84.9789      3.79483
      9.90000     -28.4000      136.466      139.965      7.79483
      152.100     -25.3000      124.969      124.969      7.60697
     -167.800     -26.6000      156.711      159.960      9.35533
      163.400     -28.0000      116.971      94.9764      30.8741
     -175.400     -30.9000      143.464      144.964      8.44277
      90.8000      38.2000      48.4879      49.9876      2.35023
      103.800     -31.5000      143.214      144.964      23.0659
      56.9000     -44.2000      144.964      149.963      6.48725
      173.300     -40.0000      125.219      129.968      14.1827
      167.600     -44.2000      118.221      119.970      11.6132
      169.100     -45.7000      124.469      129.968      10.2444
      61.1000     -34.1000      156.711      149.963      12.3806
      172.100     -40.2000      118.720      129.968      20.2483
      126.300      32.7000      235.191      219.945      33.6882
      161.600     -28.5000      125.219      129.968      26.4745
      175.400     -38.8000      128.218      134.966      14.1642
      148.400      38.3000      193.452      194.952      20.8389
     -178.800     -28.5000      142.465      139.965      18.8088
      172.800     -36.4000      114.222      124.969      20.7867
      179.200     -29.1000      138.466      139.965      25.3387
      66.8000     -28.4000      151.962      154.961      5.23018
      74.2000     -49.0000      157.211      159.960      3.43081
      71.8000     -42.8000      165.209      159.960      6.77968
      163.500     -43.5000      111.972      119.970      17.4222
      117.600     -52.6000      160.960      174.956      17.7364
     -59.3000     -31.9000      161.210      159.960      10.8643
      45.0000     -36.4000      79.2303      79.9801      3.35327
      102.300     -56.3000      151.462      154.961      14.2406
      119.000      27.9000      247.938      249.938      27.4944
      142.000      35.3000      209.948      214.947      15.2139
      136.700     -68.5000      80.2300      59.9851      41.1721
      96.7000     -29.7000      61.9846      59.9851      2.51250
      101.900     -27.7000      126.718      139.965      32.4474
      69.8000     -30.8000      154.961      144.964      14.8641
     -54.1000     -34.1000      172.457      179.955      13.2255
      109.500     -37.9000      173.957      169.958      19.9687
     -64.8000     -36.4000      143.964      144.964      2.05144
      122.500      30.5000      236.191      229.943      23.0431
     -81.3000     -33.3000      158.461      159.960      7.08789
      36.4000     -57.3000      149.963      149.963      7.25295
      92.7000      36.5000      48.9878      49.9876      2.05145
